,title,abstract,affiliations,authors,journal,date,keywords,url
211,Should we expect neurological symptoms in the SARS-CoV-2 epidemic?,"Introduction:
        
      
      There is growing evidence that SARS-CoV-2 can gain access to the central nervous system (CNS). We revise the literature on coronavirus infection of the CNS associated with neurological diseases. Development:
        
      
      Neurological symptoms were rarely reported in the SARS-CoV and MERS-CoV epidemics, although isolated cases were described. There are also reports of cases of neurological symptoms associated with CoV-OC43 and CoV-229E infection. The presence of neurological lesions, especially demyelinating lesions in the mouse hepatitis virus model, may explain the mechanisms by which coronaviruses enter the CNS, particularly those related with the immune response. This may explain the presence of coronavirus in patients with multiple sclerosis. We review the specific characteristics of SARS-CoV-2 and address the question of whether the high number of cases may be associated with greater CNS involvement. Conclusion:
        
      
      Although neurological symptoms are not frequent in coronavirus epidemics, the high number of patients with SARS-CoV-2 infection may explain the presence of the virus in the CNS and increase the likelihood of early- or delayed-onset neurological symptoms. Follow-up of patients affected by the SARS-CoV-2 epidemic should include careful assessment of the CNS.","['1 Servicio de Neurología, Instituto de Neurociencias, Hospital Clínico San Carlos, San Carlos, IdISSC, Madrid, España. Electronic address: neurol.hcsc@salud.madrid.org.', '2 Servicio de Neurología, Instituto de Neurociencias, Hospital Clínico San Carlos, San Carlos, IdISSC, Madrid, España.']","J Matías-Guiu, U Gomez-Pinedo, P Montero-Escribano, P Gomez-Iglesias, J Porta-Etessam, J A Matias-Guiu, ","Neurologia (Barcelona, Spain)",NO_DATE,Central nervous system; Coronavirus; Esclerosis múltiple; MERS-CoV; Mouse hepatitis virus; Multiple sclerosis; Neurological symptoms; SARS-CoV; SARS-CoV-2; Sistema nervioso central; Síntomas neurológicos; Virus murino de la hepatitis.,https://pubmed.ncbi.nlm.nih.gov/32299636
212,Flow virometry as a tool to study viruses,"In the last few decades, flow cytometry has redefined the field of biology, exponentially enhancing our understanding of cells, immunology, and microbiology. Flow cytometry recently gave birth to flow virometry, a new way to detect, analyze, and characterize single viral particles. Detection of viruses by flow cytometry is possible due to improvements in current flow cytometers, calibration, and tuning methods. We summarize the recent birth and novel uses of flow virometry and the progressive evolution of this tool to advance the field of virology. We also discuss the various flow virometry methods used to identify and analyze viruses. We briefly summarize other applications of flow virometry, including: virus detection, quantification, population discrimination, and viral particles' antigenic properties. Finally, we summarize how viral sorting will allow further progress of flow virometry to relate viral surface characteristics to infectivity properties.","['1 Department of Microbiology and Immunology, Cornell University, Ithaca, NY 14853, USA.', '2 Department of Microbiology and Immunology, Cornell University, Ithaca, NY 14853, USA. Electronic address: ha363@cornell.edu.']","J Lizbeth Reyes Zamora, Hector C Aguilar, ","Methods (San Diego, Calif.)",2018,Flow cytometry; Flow virometry; Glycoprotein; Sorting; Vaccine; Virus.,https://pubmed.ncbi.nlm.nih.gov/29258922
213,Innervation of supraclavicular adipose tissue: A human cadaveric study,"Functional brown adipose tissue (BAT) was identified in adult humans only in 2007 with the use of fluorodeoxyglucose positron emission tomography imaging. Previous studies have demonstrated a negative correlation between obesity and BAT presence in humans. It is proposed that BAT possesses the capacity to increase metabolism and aid weight loss. In rodents it is well established that BAT is stimulated by the sympathetic nervous system with the interscapular BAT being innervated via branches of intercostal nerves. Whilst there is evidence to suggest that BAT possesses beta-3 adrenoceptors, no studies have identified the specific nerve branch that carries sympathetic innervation to BAT in humans. The aim of this study was to identify and trace the peripheral nerve or nerves that innervate human BAT in the supraclavicular region. The posterior triangle region of the neck of cadaveric specimens were dissected in order to identify any peripheral nerve branches piercing and/or terminating in supraclavicular BAT. A previously undescribed branch of the cervical plexus terminating in a supraclavicular adipose depot was identified in all specimens. This was typically an independent branch of the plexus, from the third cervical spinal nerve, but in one specimen was a branch of the supraclavicular nerve. Histological analysis revealed the supraclavicular adipose depot contained tyrosine hydroxylase immunoreactive structures, which likely represent sympathetic axons. This is the first study that identifies a nerve branch to supraclavicular BAT-like tissue. This finding opens new avenues for the investigation of neural regulation of fat metabolism in humans.","['1 Department of Pharmacy and Biomedical Sciences, La Trobe Institute for Molecular Science, La Trobe University, Bendigo, Victoria, Australia.', '2 Department of Physiology, School of Biomedical Sciences University of Melbourne, Parkville, Victoria, Australia.', '3 Department of Physiology Anatomy and Microbiology, School of Life Sciences, La Trobe University, Melbourne, Victoria, Australia.']","Will Sievers, Joseph A Rathner, Rodney A Green, Christine Kettle, Helen R Irving, Donna R Whelan, Richard G D Fernandez, Anita Zacharias, ",PloS one,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32702004
214,Assessment of Real-Time RT-PCR Kits for SARS-CoV-2 Detection,"The coronavirus induced disease 2019 (COVID-19) outbreak caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in Wuhan (China) in December 2019 is currently spreading rapidly worldwide. We recently reported a laboratory protocol for the diagnosis of SARS-CoV-2 based on real-time reverse transcriptase PCR (RT-PCR) assays using two primer sets, N and N2. On January 30-31, 2020, the protocol and the reagents for these assays were distributed to the local public health institutes and quarantine depots in Japan nationwide, and thereafter SARS-CoV-2 diagnostic testing was initiated. For further validation, the assays were compared with the commercially available kits using the SARS-CoV-2 viral RNA and clinical specimens obtained from COVID19-suspected individuals. The LightMix Modular SARS and Wuhan CoV E-gene (LM S&W-E) assay was highly sensitive for the SARS-CoV-2, as was the N2 set, as both the assays showed consistent results for the clinical specimens. While the LM S&W-E set targets the highly conserved region of E gene in the SARS-CoV and SARS-CoV-2, the N2 set was designed to target specifically the unique region in the SARS-CoV-2 N gene. Therefore, the N2 set exhibits high specificity and sensitivity for SARS-CoV-2 detection. These results indicate that the protocol using the N and N2 sets is comparable to the commercially available kits, and thus is reliable for laboratory diagnosis of COVID-19.","['1 Infectious Disease Surveillance Center, National Institute of Infectious Diseases, Murayama Branch, Japan.', '2 Department of Virology III, National Institute of Infectious Diseases, Murayama Branch, Japan.', '3 Influenza Virus Research Center, National Institute of Infectious Diseases, Murayama Branch, Japan.', '4 Department of Pathology, National Institute of Infectious Diseases, Japan.']","Kiyoko Okamaoto, Kazuya Shirato, Naganori Nao, Shinji Saito, Tsutomu Kageyama, Hideki Hasegawa, Tadaki Suzuki, Shutoku Matsuyama, Makoto Takeda, ",Japanese journal of infectious diseases,2020,COVID-19; SARS-CoV-2; real-time RT-PCR.,https://pubmed.ncbi.nlm.nih.gov/32350226
215,Measuring Brown Fat Using MRI and Implications in the Metabolic Syndrome,"Metabolic syndrome is presently becoming a global health concern. Brown adipose tissue (BAT) has the potential for managing the risk factors of metabolic syndrome by adjusting plasma lipids and glucose. Magnetic resonance imaging (MRI) is a noninvasive and radiation-free imaging modality for BAT research and clinical applications in both animals and humans. In the past decade, MRI technologies for detecting and characterizing BAT have developed rapidly, with progress in MRI sequencing and the emerging understanding of BAT. In this review, we focus on the main MRI methods for BAT including currently used imaging techniques and new methods and their implications for the symptoms and complications of metabolic syndrome. LEVEL OF EVIDENCE: 5 TECHNICAL EFFICACY STAGE: 2.","['1 Jiangsu Key Laboratory of Molecular and Functional Imaging, Department of Radiology, Zhongda Hospital, Medical School, Southeast University, Nanjing, China.']","Qian Yu, Shan Huang, Ting-Ting Xu, Yuan-Cheng Wang, Shenghong Ju, ",Journal of magnetic resonance imaging : JMRI,NO_DATE,MRI; brown fat; metabolic syndrome.,https://pubmed.ncbi.nlm.nih.gov/33047448
216,Memory in Trait Macroevolution,"The history of a trait within a lineage may influence its future evolutionary trajectory, but macroevolutionary theory of this process is not well developed. For example, consider the simplified binary trait of living in cave versus surface habitat. The longer a species has been cave dwelling, the more accumulated loss of vision, pigmentation, and defense may restrict future adaptation if the species encounters the surface environment. However, the Markov model of discrete trait evolution that is widely adopted in phylogenetics does not allow the rate of cave-to-surface transition to decrease with longer duration as a cave dweller. Here we describe three models of evolution that remove this memoryless constraint, using a renewal process to generalize beyond the typical Poisson process of discrete trait macroevolution. We then show how the two-state renewal process can be used for inference, and we investigate the potential of phylogenetic comparative data to reveal different influences of trait duration, or memory in trait evolution. We hope that such approaches may open new avenues for modeling trait evolution and for broad comparative tests of hypotheses that some traits become entrenched.",NO_AFFILIATIONS,"Emma E Goldberg, Jasmine Foo, ",The American naturalist,NO_DATE,comparative methods; phylogenetics; renewal process; trait evolution.,https://pubmed.ncbi.nlm.nih.gov/32017618
217,"Special Issue ""Transmission Dynamics of Insect Viruses""","At the close of this Special Issue of Viruses on the Transmission Dynamics of Insect Viruses, we would like to thank all of the authors for their submissions and the great work expanding our knowledge of insect virus biology and transmission [...].","['1 Department of Microbiology, New York University School of Medicine, New York, NY 10016, USA.']","Kenneth A Stapleford, ",Viruses,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32545842
218,Secretory Role of Brown Adipose Tissue,"Brown adipose tissue(BAT)can convert chemical energy into thermal energy by uncoupling protein 1.It has high activity in substrate oxidation,and its activation can increase the whole energy consumption,lower the blood glucose and lipid levels,and promote the body homeostasis.Previous literature has attributed the metabolism role of BAT to its uncoupled respiratory and thermogenic functions,whereas recent studies have shown that BAT has secretory function,and the secretory factors exert local or systemic effects on energy metabolism.Therefore,a better understanding of the roles of BAT-derived factors in metabolism may help to optimize the treatment of metabolic diseases.","[""1 Shanghai Diabetes Institute,Department of Endocrinology and Metabolism,Affiliated Sixth People's Hospital,Shanghai Jiao Tong University,Shanghai 200233,China.""]","Yuejie Xu, Jiemin Pan, ",Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae,NO_DATE,adipokines; brown fat; energy metabolism; heat production; secretion.,https://pubmed.ncbi.nlm.nih.gov/33131524
219,New viruses associated with canine gastroenteritis,"A number of novel viruses have been associated with canine gastroenteritis in recent years, from viral families as diverse as Caliciviridae and Picornaviridae to Parvoviridae and Circoviridae. The ability of many of these viruses to cause disease is uncertain, but epidemiological studies are continually adding to our knowledge of these potential pathogens. This review presents a summary of the latest research and current understanding of novel viruses associated with canine gastroenteritis.","['1 Magdalene College, University of Cambridge, Cambridge, UK; Medical Research Council (MRC) Laboratory of Molecular Biology, Cambridge Biomedical Campus, Cambridge, UK. Electronic address: slc50@cam.ac.uk.']","S L Caddy, ","Veterinary journal (London, England : 1997)",NO_DATE,Canine; Epidemiology; Gastroenteritis; Pathology; Virus.,https://pubmed.ncbi.nlm.nih.gov/29428093
220,The Kinetics of Swinging a Baseball Bat,"The purpose of this study was to compute the 3-dimensional kinetics required to swing 3 youth baseball bats of varying moments of inertia. The 306 swings by 22 male players (age 13-18 y) were analyzed. Inverse dynamics with respect to the batter's hands were computed given the known kinematics and physical properties of the bats. Peak force increased with larger bat moments of inertia and was strongly correlated with bat tip speed. By contrast, peak moments were weakly correlated with bat moments of inertia and bat tip speed. Throughout the swing, the force applied to the bat was dominated by a component aligned with the long axis of the bat and directed away from the bat knob, whereas the moment applied to the bat was minimal until just prior to ball impact. These results indicate that players act to mostly ""pull"" the bat during their swing until just prior to ball impact, at which point they rapidly increase the moment on the bat. This kinetic analysis provides novel insight into the forces and moments used to swing baseball bats.","['1 1 The Warren Alpert Medical School of Brown University.', ""2 2 Queen's University.""]","Joseph J Crisco, Nikolas J Osvalds, Michael J Rainbow, ",Journal of applied biomechanics,2018,batting; force; moment.,https://pubmed.ncbi.nlm.nih.gov/29651903
221,On the revolution of cetacean evolution,"The order of Cetacea with 88 species including Odontoceti (or toothed whales) and Mysticeti (or baleen whales) is the most specialized and diversified group of mammals. The blue whale with a maximum recorded length of 29.9 m for 173 t of weight is the largest animal known to have ever existed, and any dolphin's brain is most powerful and complex than any other brain in the animal kingdom, second only to primate's. Nevertheless, Cetacea are mammals that re-entered the oceans only a little over 50 million years ago, a relatively short time on the evolutionary scale. During this time cetaceans and humans have developed marked morphological and behavioral differences, yet their genomes show a high level of similarity. This present review is focused on the description and significance of newly accessible cetacean genome tools and information, and their relevance in the study of the evolution of successful phenotypic adaptations associated to mammal's marine existence, and their applicability to the unresolved disease mechanisms in humans.","['1 University of Ferrara, Department of Life Sciences and Biotechnology, Ferrara 44121, Italy. Electronic address: annalaura.mancia@unife.it.']","Annalaura Mancia, ",Marine genomics,NO_DATE,Adaptations; Cetacean; Evolution; Genome; Marine.,https://pubmed.ncbi.nlm.nih.gov/30154054
222,Evolution: Brainier Birds,A groundbreaking study of brain evolution across birds and dinosaurs reveals potential drivers of increased brain size including biogeography and ecology. The most dramatic change occurred in the Neoaves after the Cretaceous-Paleogene extinction rather than earlier in bird evolution.,"['1 Department of Earth and Environmental Sciences, University of Minnesota, Twin Cities, 116 Church St SE, 150 John T. Tate Hall, Minneapolis, MN 55455, USA. Electronic address: pmakovic@umn.edu.', '2 Bell Museum of Natural History and Department of Fisheries, Wildlife, Conservation Biology, University of Minnesota, Twin Cities, 35A Skok Hall, 2003 Upper Buford Circle, Saint Paul, MN 55108, USA. Electronic address: sreddy@umn.edu.']","Peter J Makovicky, Sushma Reddy, ",Current biology : CB,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32634422
223,Development of Model Systems for Plant Rhabdovirus Research,"This chapter reviews the discoveries and initial characterizations (1930-1990) of three plant rhabdoviruses, sonchus yellow net virus, potato yellow dwarf virus, and lettuce necrotic yellows virus, that have become model systems for research on this group of enveloped negative-strand RNA plant viruses. We have used our personal perspectives to review the early historical studies of these viruses, the important technologies and tools, such as density gradient centrifugation, that were developed during the research, and to highlight the eminent scientists involved in these discoveries. Early studies on sites of virus replication, virion structure, physicochemical composition, and the use of protoplasts and vector insect cell culture for virus research are discussed, and differences between the nuclear and cytoplasmic lifestyles of plant rhabdoviruses are contrasted. Finally, we briefly summarize the genome organization and more recent developments culminating in the development of a reverse genetics system for plant negative-strand RNA viruses.","['1 University of California, Berkeley, CA, United States. Electronic address: andyoj@berkeley.edu.', '2 Queensland Alliance for Agriculture and Food Innovation, The University of Queensland, St Lucia, QLD, Australia.', '3 University of Kentucky, Lexington, KY, United States.', '4 State Key Laboratory of Rice Biology, Institute of Biotechnology, Zhejiang University, Hangzhou, China.']","Andrew O Jackson, Ralf G Dietzgen, Michael M Goodin, Zhenghe Li, ",Advances in virus research,NO_DATE,Density gradient invention; Lettuce necrotic yellows virus; Plant rhabdovirus; Potato yellow dwarf virus; Replication; Research models; Sonchus yellow net virus; Vector cell monolayer infections.,https://pubmed.ncbi.nlm.nih.gov/30266175
224,RNA helicase A as co-factor for DNA viruses during replication,"RNA helicase A (RHA) is a ubiquitously expressed DExH-box helicase enzyme that is involved in a wide range of biological processes including transcription, translation, and RNA processing. A number of RNA viruses recruit RHA to the viral RNA to facilitate virus replication. DNA viruses contain a DNA genome and replicate using a DNA-dependent DNA polymerase. RHA has also been reported to associate with some DNA viruses during replication, in which the enzyme acts on the viral RNA or protein products. As shown for Epstein-Barr virus and Kaposi's sarcoma-associated herpesvirus, RHA has potential to allow the virus to control a switch in cellular gene expression to modulate the antiviral response. While the study of the interaction of RHA with DNA viruses is still at an early stage, preliminary evidence indicates that the underlying molecular mechanisms are diverse. We now review the current status of this emerging field.","['1 Institute of Biomedical Sciences, Shanxi University, 92 Wucheng Road, Taiyuan 030006, Shanxi province, PR China.', '2 Institute of Biomedical Sciences, Shanxi University, 92 Wucheng Road, Taiyuan 030006, Shanxi province, PR China. Electronic address: xingli107@gmail.com.']","Fan Guo, Li Xing, ",Virus research,2021,DNA virus; EBV; HBV; KSHV; Myxoma; RNA helicase A; Replication; Virus.,https://pubmed.ncbi.nlm.nih.gov/33132162
225,Ageing Throughout History: The Evolution of Human Lifespan,"It is not surprising that one of the most complex phenomena in nature is that of ageing. It does not only bear biological interest, but it is also associated with cultural, psychological, social and even philosophical issues. It is therefore to be expected that a great deal of research is being performed in order to study the evolution of ageing and, more specifically, the evolution of human ageing. Historical aspects of this evolution will be discussed. Evidence from a variety of sources shows that the human lifespan is increasing, and may well continue to increase to levels that are difficult to predict. In addition, the most important theories about ageing based on evolutionary principles will be examined. Examples are mutation accumulation, antagonistic pleiotropy and the disposable soma theory. Finally, a section about future evolution of human ageing, based upon newly emerging research, will shed some light and provide speculative-provocative ideas about the future of ageing in humans.","['1 National Gerontology Centre, Larnaca, Cyprus. drmarios@live.it.']","Marios Kyriazis, ",Journal of molecular evolution,NO_DATE,Disposable soma theory; Evolutionary theories; Human ageing; Indispensable soma hypothesis; Lifespan.,https://pubmed.ncbi.nlm.nih.gov/31197416
226,Is evolution predictable?,NO_ABSTRACT,"['1 Department of Evolution, Ecology and Organismal Biology, University of California, Riverside, CA 92521, USA. david.reznick@ucr.edu.', '2 Department of Biological Science, Florida State University, Tallahassee, FL 32306, USA.']","David Reznick, Joseph Travis, ","Science (New York, N.Y.)",2018,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29449475
227,Evolution of eusociality,NO_ABSTRACT,"['1 Nature Reviews Genetics, . nrg@nature.com.']","Linda Koch, ",Nature reviews. Genetics,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30082854
228,Editorial overview: Virus structure and expression,NO_ABSTRACT,"['1 NNF Center of Protein Research at the University of Copenhagen, Denmark.', '2 University of Texas Medical Branch (UTMB), Galveston, TX, United States.']","Nicholas M I Taylor, Petr G Leiman, ",Current opinion in virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33328031
229,Consider the microbe,Florian Maderspacher introduces the microbiology special issue and asks how the study of microbes has shaped our understanding of evolution.,"[""1 Florian Maderspacher is Current Biology's Senior Editor. Electronic address: florian.maderspacher@current-biology.com.""]","Florian Maderspacher, ",Current biology : CB,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33022245
230,The virome hunters,"Ambitious efforts to catalog viruses across the globe may facilitate our understanding of viral communities and ecology, boost infectious disease diagnostics and surveillance, and spur new therapeutics. Charles Schmidt investigates.",NO_AFFILIATIONS,"Charles Schmidt, ",Nature biotechnology,2018,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30307913
231,Host Determinants of MERS-CoV Transmission and Pathogenesis,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a zoonotic pathogen that causes respiratory infection in humans, ranging from asymptomatic to severe pneumonia. In dromedary camels, the virus only causes a mild infection but it spreads efficiently between animals. Differences in the behavior of the virus observed between individuals, as well as between humans and dromedary camels, highlight the role of host factors in MERS-CoV pathogenesis and transmission. One of these host factors, the MERS-CoV receptor dipeptidyl peptidase-4 (DPP4), may be a critical determinant because it is variably expressed in MERS-CoV-susceptible species as well as in humans. This could partially explain inter- and intraspecies differences in the tropism, pathogenesis, and transmissibility of MERS-CoV. In this review, we explore the role of DPP4 and other host factors in MERS-CoV transmission and pathogenesis-such as sialic acids, host proteases, and interferons. Further characterization of these host determinants may potentially offer novel insights to develop intervention strategies to tackle ongoing outbreaks.","['1 Department of Viroscience, Erasmus Medical Center, Rotterdam, The Netherlands. w.widagdo@erasmusmc.nl.', '2 Department of Viroscience, Erasmus Medical Center, Rotterdam, The Netherlands. s.sooksawasdi@erasmusmc.nl.', '3 Department of Viroscience, Erasmus Medical Center, Rotterdam, The Netherlands. g.hundie@erasmusmc.nl.', '4 Department of Viroscience, Erasmus Medical Center, Rotterdam, The Netherlands. b.haagmans@erasmusmc.nl.']","W Widagdo, Syriam Sooksawasdi Na Ayudhya, Gadissa B Hundie, Bart L Haagmans, ",Viruses,2019,DPP4; MERS-CoV; host factors; pathogenesis; transmission.,https://pubmed.ncbi.nlm.nih.gov/30893947
232,SARS-CoV-2 Pseudotyped particle entry (tox counterscreen),"SARS-CoV-2 spike protein, within the viral envelope, mediates viral attachment and infection of host cells. The SARS-CoV-2 spike protein specifically binds to the host receptor ACE2 (Angiotensin-converting enzyme 2). This interaction promotes endocytosis of the viral particle, additional events lead to viral-host cell membrane fusion and release of the viral contents, allowing viral replication. While SARS-CoV-2 requires BSL-3 facilities for live virus work, pseudotyped particles (PP) that incorporate SARS-CoV-2 spike proteins without replication elements could facilitate studies on viral entry mechanisms in a BSL-2 setting. This PP cell entry assay could also enable screening of small molecule compound libraries in BSL-2 setting to identify inhibitors of SARS-CoV-2 cell entry. To eliminate false positive compounds, ATP content cytotoxicity assay was screened in the same cell line.",NO_AFFILIATIONS,NO_AUTHOR,,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/35512048
233,Of Mice and Men: The Coronavirus MHV and Mouse Models as a Translational Approach to Understand SARS-CoV-2,"The fatal acute respiratory coronavirus disease 2019 (COVID-19) is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Since COVID-19 was declared a pandemic by the World Health Organization in March 2020, infection and mortality rates have been rising steadily worldwide. The lack of a vaccine, as well as preventive and therapeutic strategies, emphasize the need to develop new strategies to mitigate SARS-CoV-2 transmission and pathogenesis. Since mouse hepatitis virus (MHV), severe acute respiratory syndrome coronavirus (SARS-CoV), and SARS-CoV-2 share a common genus, lessons learnt from MHV and SARS-CoV could offer mechanistic insights into SARS-CoV-2. This review provides a comprehensive review of MHV in mice and SARS-CoV-2 in humans, thereby highlighting further translational avenues in the development of innovative strategies in controlling the detrimental course of SARS-CoV-2. Specifically, we have focused on various aspects, including host species, organotropism, transmission, clinical disease, pathogenesis, control and therapy, MHV as a model for SARS-CoV and SARS-CoV-2 as well as mouse models for infection with SARS-CoV and SARS-CoV-2. While MHV in mice and SARS-CoV-2 in humans share various similarities, there are also differences that need to be addressed when studying murine models. Translational approaches, such as humanized mouse models are pivotal in studying the clinical course and pathology observed in COVID-19 patients. Lessons from prior murine studies on coronavirus, coupled with novel murine models could offer new promising avenues for treatment of COVID-19.","['1 Department of Pediatrics, Faculty of Medicine and University Hospital Cologne, University of Cologne, 50937 Cologne, Germany.', '2 Comparative Medicine, Center for Molecular Medicine Cologne (CMMC), University of Cologne, Faculty of Medicine and University Hospital Cologne, 50931 Cologne, Germany.', '3 Department of Pediatric and Adolescent Medicine, Translational Experimental Pediatrics-Experimental Pulmonology, Faculty of Medicine and University Hospital Cologne, University of Cologne, 50937 Cologne, Germany.', '4 Center for Molecular Medicine Cologne (CMMC), Faculty of Medicine and University Hospital Cologne, University of Cologne, 50931 Cologne, Germany.', '5 Member of the German Center for Lung Research (DZL), Institute for Lung Health, University of Giessen and Marburg Lung Center (UGMLC), 50937 Cologne, Germany.']","Robert W Körner, Mohamed Majjouti, Miguel A Alejandre Alcazar, Esther Mahabir, ",Viruses,2020,COVID-19; SARS-CoV-2; mouse hepatitis virus (MHV); viral infection.,https://pubmed.ncbi.nlm.nih.gov/32806708
234,Characteristics of SARS-CoV-2 and COVID-19,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a highly transmissible and pathogenic coronavirus that emerged in late 2019 and has caused a pandemic of acute respiratory disease, named 'coronavirus disease 2019' (COVID-19), which threatens human health and public safety. In this Review, we describe the basic virology of SARS-CoV-2, including genomic characteristics and receptor use, highlighting its key difference from previously known coronaviruses. We summarize current knowledge of clinical, epidemiological and pathological features of COVID-19, as well as recent progress in animal models and antiviral treatment approaches for SARS-CoV-2 infection. We also discuss the potential wildlife hosts and zoonotic origin of this emerging virus in detail.","[""1 CAS Key Laboratory of Special Pathogens and Biosafety, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, People's Republic of China."", ""2 University of Chinese Academy of Sciences, Beijing, People's Republic of China."", ""3 CAS Key Laboratory of Special Pathogens and Biosafety, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, People's Republic of China. zlshi@wh.iov.cn.""]","Ben Hu, Hua Guo, Peng Zhou, Zheng-Li Shi, ",Nature reviews. Microbiology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33024307
235,The SARS-CoV-2 conserved macrodomain is a mono-ADP-ribosylhydrolase,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and other SARS-like-CoVs encode 3 tandem macrodomains within non-structural protein 3 (nsp3). The first macrodomain, Mac1, is conserved throughout CoVs, and binds to and hydrolyzes mono-ADP-ribose (MAR) from target proteins. Mac1 likely counters host-mediated anti-viral ADP-ribosylation, a posttranslational modification that is part of the host response to viral infections. Mac1 is essential for pathogenesis in multiple animal models of CoV infection, implicating it as a virulence factor and potential therapeutic target. Here we report the crystal structure of SARS-CoV-2 Mac1 in complex with ADP-ribose. SARS-CoV-2, SARS-CoV and MERS-CoV Mac1 exhibit similar structural folds and all 3 proteins bound to ADP-ribose with low μM affinities. Importantly, using ADP-ribose detecting binding reagents in both a gel-based assay and novel ELISA assays, we demonstrated de-MARylating activity for all 3 CoV Mac1 proteins, with the SARS-CoV-2 Mac1 protein leading to a more rapid loss of substrate compared to the others. In addition, none of these enzymes could hydrolyze poly-ADP-ribose. We conclude that the SARS-CoV-2 and other CoV Mac1 proteins are MAR-hydrolases with similar functions, indicating that compounds targeting CoV Mac1 proteins may have broad anti-CoV activity. Importance:
        
      
      SARS-CoV-2 has recently emerged into the human population and has led to a worldwide pandemic of COVID-19 that has caused greater than 900 thousand deaths worldwide. With, no currently approved treatments, novel therapeutic strategies are desperately needed. All coronaviruses encode for a highly conserved macrodomain (Mac1) that binds to and removes ADP-ribose adducts from proteins in a dynamic post-translational process increasingly recognized as an important factor that regulates viral infection. The macrodomain is essential for CoV pathogenesis and may be a novel therapeutic target. Thus, understanding its biochemistry and enzyme activity are critical first steps for these efforts. Here we report the crystal structure of SARS-CoV-2 Mac1 in complex with ADP-ribose, and describe its ADP-ribose binding and hydrolysis activities in direct comparison to SARS-CoV and MERS-CoV Mac1 proteins. These results are an important first step for the design and testing of potential therapies targeting this unique protein domain.","['The SARS-CoV-2 Conserved Macrodomain Is a Mono-ADP-Ribosylhydrolase.\n      \n    \n\nAlhammad YMO, Kashipathy MM, Roy A, Gagné JP, McDonald P, Gao P, Nonfoux L, Battaile KP, Johnson DK, Holmstrom ED, Poirier GG, Lovell S, Fehr AR.\nAlhammad YMO, et al.\nJ Virol. 2021 Jan 13;95(3):e01969-20. doi: 10.1128/JVI.01969-20. Print 2021 Jan 13.\nJ Virol. 2021.\nPMID: 33158944\nFree PMC article.']","Yousef M O Alhammad, Maithri M Kashipathy, Anuradha Roy, Jean-Philippe Gagné, Peter McDonald, Philip Gao, Louis Nonfoux, Kevin P Battaile, David K Johnson, Erik D Holmstrom, Guy G Poirier, Scott Lovell, Anthony R Fehr, ",bioRxiv : the preprint server for biology,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32511412
