,title,abstract,affiliations,authors,journal,date,keywords,url
449,"Novel papillomaviruses in free-ranging Iberian bats: no virus-host co-evolution, no strict host specificity, and hints for recombination","Papillomaviruses (PVs) are widespread pathogens. However, the extent of PV infections in bats remains largely unknown. This work represents the first comprehensive study of PVs in Iberian bats. We identified four novel PVs in the mucosa of free-ranging Eptesicus serotinus (EserPV1, EserPV2, and EserPV3) and Rhinolophus ferrumequinum (RferPV1) individuals and analyzed their phylogenetic relationships within the viral family. We further assessed their prevalence in different populations of E. serotinus and its close relative E. isabellinus. Although it is frequent to read that PVs co-evolve with their host, that PVs are highly species-specific, and that PVs do not usually recombine, our results suggest otherwise. First, strict virus-host co-evolution is rejected by the existence of five, distantly related bat PV lineages and by the lack of congruence between bats and bat PVs phylogenies. Second, the ability of EserPV2 and EserPV3 to infect two different bat species (E. serotinus and E. isabellinus) argues against strict host specificity. Finally, the description of a second noncoding region in the RferPV1 genome reinforces the view of an increased susceptibility to recombination in the E2-L2 genomic region. These findings prompt the question of whether the prevailing paradigms regarding PVs evolution should be reconsidered.","['1 Infections and Cancer Laboratory, Catalan Institute of Oncology (ICO), Barcelona, Spain.']","Raquel García-Pérez, Carlos Ibáñez, Jose M Godínez, Nidia Aréchiga, Inazio Garin, Gonzalo Pérez-Suárez, Oscar de Paz, Javier Juste, Juan E Echevarría, Ignacio G Bravo, ",Genome biology and evolution,NO_DATE,bats; biodiversity; evolution; papillomavirus; phylogeny; wildlife.,https://pubmed.ncbi.nlm.nih.gov/24391150
450,Novel polyomaviruses in South American bats and their relationship to other members of the family Polyomaviridae,"Bats are the natural reservoir of a variety of viruses, including a polyomavirus (PyV) from a North American brown bat. We investigated 163 spleen samples from 22 bat species from French Guiana for the presence of PyVs. In total, we detected 25 PyV-positive animals belonging to nine different bat species. Phylogenetic analysis was performed on the genomes of eight representative PyVs, and showed that the bat PyVs form three distinct lineages within the genus Orthopolyomavirus and are genetically different from the previously described North American bat virus. Interestingly, two lineages cluster with PyVs found in chimpanzees, orangutans and gorillas. In addition, one group of bat PyVs is genetically related to the human Merkel cell polyomavirus.","['1 Department of Virology, Biomedical Primate Research Centre (BPRC), Lange Kleiweg 161, 2288GJ Rijswijk, The Netherlands.', '2 Laboratoire des Interactions Virus-Hôtes, Institut Pasteur de la Guyane, 23 avenue Pasteur, BP6010, 97306 Cayenne Cedex, French Guiana.', '3 ONF Guyane, Service développement Sylvétude, Réserve Montabo, BP7002, 97307 Cayenne Cedex, French Guiana.']","Zahra Fagrouch, Roya Sarwari, Anne Lavergne, Marguerite Delaval, Benoît de Thoisy, Vincent Lacoste, Ernst J Verschoor, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/22971823
451,Paramyxovirus circulation in bat species from French Guiana,"Bats are recognized as reservoirs of numerous viruses. Among them, paramyxoviruses, for example, Hendra and Nipah viruses, are highly pathogenic to humans. Nothing is known regarding the circulation of this viral family in bats from French Guiana. To search for the presence of paramyxoviruses in this territory, 103 bats of seven different species were sampled and screened using a molecular approach. Four distinct paramyxovirus sequences were detected from three bat species (Desmodus rotundus, Carollia perspicillata, and Pteronotus alitonus) at high prevalence rates. In D. rotundus, two types of paramyxovirus co-circulate, with most of the bats co-infected. The phylogenetic analysis of these sequences revealed that three of them were closely related to previously characterized sequences from D. rotundus, C. perspicillata, and P. parnellii from Brazil and Costa Rica. The fourth sequence, identified in D. rotundus, was closely related to the one detected in P. alitonus in French Guiana and to previously described sequences detected in P. parnellii in Costa Rica. All paramyxovirus sequences detected in this study are close to the Jeilongvirus genus. Altogether, our results and those of previous studies indicate a wide geographical distribution of these paramyxoviruses (from Central to South America) and suggest potential cross-species transmissions of paramyxoviruses between two different bat families: Mormoopidae (P. alitonus) and Phyllostomidae (D. rotundus). In addition, their closeness to paramyxoviruses identified in rodents emphasizes the need to investigate the role of these animals as potential reservoirs or incidental hosts. Finally, the high prevalence rates of some paramyxoviruses in certain bat species, associated with the presence of large bat colonies and, in some cases, their potential proximity with humans are all parameters that can contribute to the risk of cross-species transmission between bat species and to the emergence of new paramyxoviruses in humans, a risk that deserves further investigation.","['1 Laboratoire des Interaction Virus Hôtes, Institut Pasteur de la Guyane, Cayenne, French Guiana. Electronic address: edarcissac@pasteur-cayenne.fr.', '2 Laboratoire des Interaction Virus Hôtes, Institut Pasteur de la Guyane, Cayenne, French Guiana.', '3 Laboratoire des Interaction Virus Hôtes, Institut Pasteur de la Guyane, Cayenne, French Guiana; Département de Virologie, Institut Pasteur, Paris, France.', '4 Laboratoire des Interaction Virus Hôtes, Institut Pasteur de la Guyane, Cayenne, French Guiana. Electronic address: alavergne@pasteur-cayenne.fr.']","Edith Darcissac, Damien Donato, Benoît de Thoisy, Vincent Lacoste, Anne Lavergne, ","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",NO_DATE,Bats; Cross-species transmission; French Guiana; Paramyxoviruses; Phylogenetic relationships.,https://pubmed.ncbi.nlm.nih.gov/33588065
452,"Genetic identification of a rabies virus from an insectivorous bat in an urban area of Rio Grande do Sul, Brazil","In Latin America, hematophagous bats are the main reservoirs of rabies virus (RABV) to livestock, to other mammals and, occasionally, to human. Nonetheless, reports of exposure of human and pets to RABV upon aggression by non-hematophagous bats are increasing, possibly facilitated by the synanthropic habits of these bats. We, herein, report the detection and genetic identification of a RABV recovered from an insectivorous bat found sick in a student housing building at the Federal University of Santa Maria, Southern Brazil. Taxonomic characterization identified the captured bat as a member of the genus Nyctinomops, family Molossidae, the group of insectivorous bats. Brain fragments of the bat were positive for RABV antigens by fluorescent antibody test (FAT) and for sequences of the nucleoprotein (N) gene by RT-PCR. The N amplicon was submitted to nucleotide sequencing and analysis, showing that the consensus sequences (SV 33/19) had high identity with RABV sequences of insectivorous bats deposited in GenBank. At phylogenetic tree, the N gene sequences of SV 33/19 clustered with RABV recovered from Nyctinomops laticaudatus, Molossus molossus, and Tadarida lauticaudata bats, and a part of RABV variant 3, 4, and 6, that correspond to Desmodus rotundus, Tadarida brasiliensis, and Lasiurus cinereus, respectively. Although no direct human or domestic animal exposure has been reported, this case strengthens the need for a continuous rabies vaccination in pets in the surrounding areas, since non-hematophagous bats may serve as source of infection for these animals. These findings also call attention for continuous monitoring of populations of synanthropic bats to avoid/prevent human exposure.","['1 Departamento de Medicina Veterinária Preventiva, Centro de Ciências Rurais, Universidade Federal de Santa Maria, Av. Roraima, 1000, Santa Maria, Rio Grande do Sul, 97105-900, Brazil. jucargnelutti@gmail.com.', '2 Programa de Pós-Graduação Em Medicina Veterinária, Universidade Federal de Santa Maria, Av. Roraima, 1000, Santa Maria, Rio Grande do Sul, 97105-900, Brazil.', '3 Instituto Sauver, Rua Dr. Paulo Franco dos Reis, 40, Porto Alegre, RS, 90480-090, Brazil.', '4 Departamento de Medicina Veterinária Preventiva, Centro de Ciências Rurais, Universidade Federal de Santa Maria, Av. Roraima, 1000, Santa Maria, Rio Grande do Sul, 97105-900, Brazil.']","J F Cargnelutti, P S B de Oliveira, S M Pacheco, H F Dos Santos, R Weiblen, E F Flores, ",Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],NO_DATE,Non-hematophagous bat; Nyctinimops sp.; RABV; Virus.,https://pubmed.ncbi.nlm.nih.gov/33948876
453,Complete Genome Sequence of a Vampire Bat Rabies Virus from French Guiana,A rabies virus was detected in a common vampire bat (Desmodus rotundus) in French Guiana. Its genomic sequence was obtained and found to be closely related to other hematophagous bat-related viruses that widely circulate in the northern Amazon region. This virus is named AT6.,"['1 Laboratoire des Interactions Virus-Hôtes, Institut Pasteur de la Guyane, Cayenne, French Guiana.', '2 Institut Pasteur, Lyssavirus Dynamics and Host Adaptation Unit, National Reference Centre for Rabies, WHO Collaborating Centre for Reference and Research on Rabies, Paris, France.', '3 Laboratoire des Interactions Virus-Hôtes, Institut Pasteur de la Guyane, Cayenne, French Guiana vlacoste@pasteur-cayenne.fr.']","Anne Lavergne, Edith Darcissac, Hervé Bourhy, Sourakhata Tirera, Benoît de Thoisy, Vincent Lacoste, ",Genome announcements,2016,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/27056216
454,Paramyxoviruses from neotropical bats suggest a novel genus and nephrotropism,"Paramyxoviruses have a broad host range and geographic distribution, including human pathogens transmitted by bats, such as Nipah and Hendra viruses. In this study, we combined high-throughput sequencing and molecular approaches to investigate the presence of paramyxoviruses in neotropical bats (Microchiroptera suborder) in Brazil. We discovered and characterized three novel paramyxoviruses in the kidney tissues of apparently healthy common vampire bats (D. rotundus) and Seba's short-tailed bats (C. perspicillata), which we tentatively named Kanhgág virus (KANV), Boe virus (BOEV), and Guató virus (GUATV). In this study, we classified these viruses as putative species into the Macrojêvirus genus, a newly proposed genus of the Orthoparamyxovirinae subfamily. Using RT-PCR, we detected these viruses in 20.9% (9 out of 43) of bats tested, and viral RNA was detected exclusively in kidney tissues. Attempts to isolate infectious virus were successful for KANV and GUATV. Our results expand the viral diversity, host range, and geographical distribution of the paramyxoviruses.","['1 World Reference Center for Emerging Viruses and Arboviruses and Department of Microbiology and Immunology, University of Texas Medical Branch, Galveston, TX, USA; Virology Research Center, Ribeirão Preto Medical School, University of São Paulo, Ribeirão Preto, São Paulo, Brazil. Electronic address: wmdesouz@utmb.edu.', '2 Virology Research Center, Ribeirão Preto Medical School, University of São Paulo, Ribeirão Preto, São Paulo, Brazil.', '3 Department of Zoology, University of Oxford, Oxford, UK; Department of Research in Virology and Biotechnology, Gorgas Memorial Institute of Health Studies, Panama City, Panama.', '4 Institute of Biomedical Sciences, University of São Paulo, São Paulo, São Paulo, Brazil.', '5 Evandro Chagas Institute, Ministry of Health, Ananindeua, Pará, Brazil.', '6 Faculty of Veterinary Medicine, São Paulo State University, Araçatuba, São Paulo, Brazil.', '7 Department of Zoology, University of Oxford, Oxford, UK; Department of Infectious Disease Epidemiology, Imperial College London, London, UK.', '8 MRC-University of Glasgow Centre for Virus Research, Glasgow, United Kingdom.']","William Marciel de Souza, Marcilio Jorge Fumagalli, Jean Paul Carrera, Jansen de Araujo, Jedson Ferreira Cardoso, Cristiano de Carvalho, Edison Luiz Durigon, Luzia Helena Queiroz, Nuno Rodrigues Faria, Pablo R Murcia, Luiz Tadeu Moraes Figueiredo, ","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",NO_DATE,Bat-borne diseases; Paramyxoviridae; Paramyxovirus; Virus discovery.,https://pubmed.ncbi.nlm.nih.gov/34411742
455,"Antigenic and genotypic characterization of rabies virus isolated from bats (Mammalia: Chiroptera) from municipalities in São Paulo State, Southeastern Brazil","Bats have aroused growing attention in the public health sphere because they are considered the main reservoir of rabies virus (RABV) in the Americas, in places where canine rabies is under control. Antigenic and genetic studies of RABV isolates have been used to describe the epidemiological profile of rabies and to identify possible hosts/reservoirs for different epidemiological cycles. This study describes the antigenic and genotypic characterization of 19 RABV isolates from central nervous system samples of non-hematophagous bats (Mammalia: Chiroptera). These bats were diagnosed as RABV positive by direct fluorescent antibody and mouse inoculation tests. Antigenic characterization using a panel of eight monoclonal antibodies revealed that 7 of 19 RABV isolates from these bats belonged to variant 3, for which the hematophagous bat species Desmodus rotundus is the main reservoir, and 1 of 19 RABV isolates from an insectivorous bat belonged to variant 4, which is characteristic of these bats. The remaining 11 RABV samples were divided into six non-compatible profiles. The isolates were subjected to reverse transcription polymerase chain reaction for the N gene and partially sequenced. Genetic characterization of these isolates was performed by grouping the sequences obtained with known RABV lineages. The sequences were grouped in clusters by the phylogenetic inference neighbor-joining method, together with another 89 homologous sequences obtained from GenBank. This analysis grouped the isolates into four known lineages: Nyctinomops Brazil, Myotis Brazil, Eptesicus Brazil and D. rotundus Brazil, as well as another cluster that may define a RABV lineage not yet characterized, here named Myotis Brazil II, for which bats of the genus Myotis apparently act as reservoirs. This assumption of a new lineage is also based on the observation of amino acid substitutions, with an average intraspecific identity of 99.8%, varying from 99.6 to 100.0% for nucleotides and 100.0% for amino acids.","['1 Department of Veterinary Medicine and Public Health, School of Veterinary Medicine and Animal Science, São Paulo State University (UNESP), Rubião Jr. District, Botucatu, São Paulo, 18618-970, Brazil.', '2 Pasteur Institute, 393 Paulista Ave., São Paulo, São Paulo, 01311-000, Brazil.', '3 Department of Public Health, School of Medical Sciences, State University of Campinas, 126 Tessália Vieira de Camargo St., Campinas, São Paulo, 13083-887, Brazil.', '4 Adolfo Lutz Institute, Bauru II Center of Regional Laboratories, 6000 Rubens Arruda St., Bauru, São Paulo, 17015-110, Brazil.', '5 Department of Veterinary Medicine and Public Health, School of Veterinary Medicine and Animal Science, São Paulo State University (UNESP), Rubião Jr. District, Botucatu, São Paulo, 18618-970, Brazil. hlangoni@fmvz.unesp.br.']","Benedito Donizete Menozzi, Rafael de Novaes Oliveira, Laís Moraes Paiz, Virgínia Bodelão Richini-Pereira, Helio Langoni, ",Archives of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/28108804
456,Diversification of mammalian deltaviruses by host shifting,"Hepatitis delta virus (HDV) is an unusual RNA agent that replicates using host machinery but exploits hepatitis B virus (HBV) to mobilize its spread within and between hosts. In doing so, HDV enhances the virulence of HBV. How this seemingly improbable hyperparasitic lifestyle emerged is unknown, but it underpins the likelihood that HDV and related deltaviruses may alter other host-virus interactions. Here, we show that deltaviruses diversify by transmitting between mammalian species. Among 96,695 RNA sequence datasets, deltaviruses infected bats, rodents, and an artiodactyl from the Americas but were absent from geographically overrepresented Old World representatives of each mammalian order, suggesting a relatively recent diversification within the Americas. Consistent with diversification by host shifting, both bat and rodent-infecting deltaviruses were paraphyletic, and coevolutionary modeling rejected cospeciation with mammalian hosts. In addition, a 2-y field study showed common vampire bats in Peru were infected by two divergent deltaviruses, indicating multiple introductions to a single host species. One vampire bat-associated deltavirus was detected in the saliva of up to 35% of individuals, formed phylogeographically compartmentalized clades, and infected a sympatric bat, illustrating horizontal transmission within and between species on ecological timescales. Consistent absence of HBV-like viruses in two deltavirus-infected bat species indicated acquisitions of novel viral associations during the divergence of bat and human-infecting deltaviruses. Our analyses support an American zoonotic origin of HDV and reveal prospects for future cross-species emergence of deltaviruses. Given their peculiar life history, deltavirus host shifts will have different constraints and disease outcomes compared to ordinary animal pathogens.","['1 Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow G12 8QQ, Scotland; Laura.Bergner@glasgow.ac.uk Daniel.Streicker@glasgow.ac.uk.', '2 Medical Research Center-University of Glasgow Centre for Virus Research, Glasgow G61 1QH, Scotland.', '3 Association for the Conservation and Development of Natural Resources, 15037 Lima, Perú.', '4 Yunkawasi, 15049 Lima, Perú.', '5 Department of Biology, University of Oklahoma, Norman, OK 73019.', '6 Departamento de Mastozoología, Museo de Historia Natural, Universidad Nacional Mayor de San Marcos, Lima 15081, Perú.', '7 Programa de Conservación de Murciélagos de Perú, Piura 20001, Perú.', '8 Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow G12 8QQ, Scotland.']","Laura M Bergner, Richard J Orton, Alice Broos, Carlos Tello, Daniel J Becker, Jorge E Carrera, Arvind H Patel, Roman Biek, Daniel G Streicker, ",Proceedings of the National Academy of Sciences of the United States of America,2021,hepatitis delta virus; host shifting; satellite virus; zoonosis.,https://pubmed.ncbi.nlm.nih.gov/33397804
457,Genetic and antigenic typing of rabies virus in Chile. Brief report,"Forty-one isolates of rabies virus from insectivorous bats and one from a domestic cat in Chile, were characterized using eight anti-nucleoprotein monoclonal antibodies (N-Mabs) and by nucleotide sequence analysis. Thirty-two isolates were identified as antigenic variant 4 associated with Tadarida brasiliensis bats, twenty-eight were genetically associated with variant Tadarida brasiliensis and four with Lasiurus sp. bats. One isolate was identified as antigenic variant 3 associated with Desmodus rotundus bats, and by genetic analysis was identified as variant Myotis sp. bat. Eight isolates were unrelated to any antigenic variant, and they were identified as a genetic variant associated with Histiotus sp. bats. These antigenic and genetic characterizations may establish epidemiological links between rabies cases and increase the understanding of rabies epidemiology in this country.","['1 Laboratorio de Diagnóstico de Rabia, Instituto de Salud Pública de Chile, Santiago, Chile. vyung@ispch.cl']","V Yung, M Favi, J Fernández, ",Archives of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/12417953
458,Comparative analysis of rabies virus isolates from Brazilian canids and bats based on the G gene and G-L intergenic region,"Rabies virus (RABV) isolates from two species of canids and three species of bats were analyzed by comparing the C-terminal region of the G gene and the G-L intergenic region of the virus genome. Intercluster identities for the genetic sequences of the isolates showed both regions to be poorly conserved. Phylogenetic trees were generated by the neighbor-joining and maximum parsimony methods, and the results were found to agree between the two methods for both regions. Putative amino acid sequences obtained from the G gene were also analyzed, and genetic markers were identified. Our results suggest that different genetic lineages of RABV are adapted to different animal species in Brazil.","['1 Pasteur Institute, Av. Paulista 393, São Paulo, SP, Brazil. pedrocarnielijunior@ymail.com']","Pedro Carnieli Jr, Willian de Oliveira Fahl, Paulo Eduardo Brandão, Rafael de Novaes Oliveira, Carla Isabel Macedo, Ekaterina Durymanova, Juliana Galera Castilho, ",Archives of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/20401500
459,A Novel Anelloviridae Species Detected in Tadarida brasiliensis Bats: First Sequence of a Chiropteran Anellovirus,"Using metagenomic approaches, we identified a novel Torque teno virus from Brazilian free-tailed bats (Tadarida brasiliensis) (TT-TbV). The TT-TbV genome and deduced protein sequences share extremely low identity with known anelloviruses. Due to a high degree of phylogenetic divergence, such putative virus could not be allocated into any Anelloviridae genera.","['1 Virology Laboratory, Department of Microbiology, Immunology and Parasitology, Institute of Basic Health Sciences, Federal University of Rio Grande do Sul (UFRGS), Porto Alegre, Rio Grande do Sul, Brazil.', '2 proehe@gmail.com.']","Samuel Paulo Cibulski, Thais Fumaco Teixeira, Francisco Esmaile de Sales Lima, Helton Fernandes do Santos, Ana Claudia Franco, Paulo Michel Roehe, ",Genome announcements,2014,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/25359906
460,Rabies virus in insectivorous bats: implications of the diversity of the nucleoprotein and glycoprotein genes for molecular epidemiology,"Insectivorous bats are the main reservoirs of rabies virus (RABV) in various regions of the world. The aims of this study were to (a) establish genealogies for RABV strains from different species of Brazilian insectivorous bats based on the nucleoprotein (N) and glycoprotein (G) genes, (b) investigate specific RABV lineages associated with certain genera of bats and (c) identify molecular markers that can distinguish between these lineages. The genealogic analysis of N and G from 57 RABV strains revealed seven genus-specific clusters related to the insectivorous bats Myotis, Eptesicus, Nyctinomops, Molossus, Tadarida, Histiotus and Lasiurus. Molecular markers in the amino acid sequences were identified which were specific to the seven clusters. These results, which constitute a novel finding for this pathogen, show that there are at least seven independent epidemiological rabies cycles maintained by seven genera of insectivorous bats in Brazil.","['1 Instituto Pasteur of São Paulo, CEP 01311-000, São Paulo, SP, Brazil. rafaeldenovaes@yahoo.com.br']","Rafael de Novaes Oliveira, Sibele Pinheiro de Souza, Renata Spinelli Vaz Lobo, Juliana Galera Castilho, Carla Isabel Macedo, Pedro Carnieli Jr, Willian Oliveira Fahl, Samira Maria Achkar, Karin Corrêa Scheffer, Ivanete Kotait, Maria Luiza Carrieri, Paulo Eduardo Brandão, ",Virology,2010,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/20609456
461,"Venezuelan Equine Encephalitis Complex Alphavirus in Bats, French Guiana","Although essential for control strategies, knowledge about transmission cycles is limited for Venezuelan equine encephalitis complex alphaviruses (VEEVs). After testing 1,398 bats from French Guiana for alphaviruses, we identified and isolated a new strain of the encephalitogenic VEEV species Tonate virus (TONV). Bats may contribute to TONV spread in Latin America.",NO_AFFILIATIONS,"Carlo Fischer, Dominique Pontier, Ondine Filippi-Codaccioni, Jean-Batiste Pons, Ignacio Postigo-Hidalgo, Jeanne Duhayer, Sebastian Brünink, Jan Felix Drexler, ",Emerging infectious diseases,NO_DATE,French Guiana; Tonate virus; Venezuelan equine encephalitis complex alphavirus; bats; meningitis/encephalitis; viruses.,https://pubmed.ncbi.nlm.nih.gov/33756099
462,Laboratory investigation of human deaths from vampire bat rabies in Peru,"In the spring of 1996, multiple cases of an acute febrile illness resulting in several deaths in remote locations in Peru were reported to the Centers for Disease Control and Prevention (CDC). The clinical syndromes for these cases included dysphagia and encephalitis. Because bat bites were a common occurrence in the affected areas, the initial clinical diagnosis was rabies. However, rabies was discounted primarily because of reported patient recovery. Samples of brain tissue from two of the fatal cases were received at CDC for laboratory confirmation of the rabies diagnosis. An extensive array of tests on the formalin-fixed tissues confirmed the presence of both rabies viral antigen and nucleic acid. The virus was shown to be most closely related to a vampire bat rabies isolate. These results indicate the importance of maintaining rabies in the differential diagnosis of acute febrile encephalitis, particularly in areas where exposure to vampire bats may occur.","['1 Rabies Section, Viral and Rickettsial Zoonoses Branch, and Infectious Disease and Pathology Activity, Division of Viral and Rickettsial Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention,']","C K Warner, S R Zaki, W J Shieh, S G Whitfield, J S Smith, L A Orciari, J H Shaddock, M Niezgoda, C W Wright, C S Goldsmith, D W Sanderlin, P A Yager, C E Rupprecht, ",The American journal of tropical medicine and hygiene,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/10466985
463,"First report of rabies in vampire bats (Desmodus rotundus) in an urban area, Ubatuba, São Paulo state, Brazil","The purpose of this report is to record the first case of a hematophagous bat (Desmodus rotundus) infected with rabies virus in an urban area in Brazil. To the authors' knowledge, this is the first such case in Latin America. After discovering a bat in his garden at 10 o'clock in the morning, a resident of Ubatuba municipality asked the Zoonosis Control Center team to visit his home. The animal was caught alive on the same day and sent to the Pasteur Institute laboratory, where it was identified as a Desmodus rotundus specimen. Standard tests for rabies diagnosis were carried out (direct immunofluorescence and viral isolation), and the results were positive. The presence of different species of (primarily insectivorous) bats in urban areas represents a serious public health problem. This case, however, is indicative of a much greater risk because the species in question has hematophagous habits, what means this animals has a low energy reserves and, therefore, its need to feed daily.","['1 Ubatuba Zoonosis Control Center, São Paulo, Brazil.']","Claudia Ferraz, Samira Maria Achkar, Ivanete Kotait, ",Revista do Instituto de Medicina Tropical de Sao Paulo,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/18157407
464,"Alphacoronavirus in urban Molossidae and Phyllostomidae bats, Brazil","Background:
        
      
      Bats have been implicated as the main reservoir of coronavirus (CoV). Thus the role of these hosts on the evolution and spread of CoVs currently deserve the attention of emerging diseases surveillance programs. On the view of the interest on and importance of CoVs in bats the occurrence and molecular characterization of CoV were conducted in bats from Brazil. Findings:
        
      
      Three hundred five enteric contents of 29 bat species were tested using a panCoV nested RT-PCR. Nine specimens were positive and eight was suitable for RdRp gene sequencing. RdRp gene phylogeny showed that all CoVs strains from this study cluster in Alphacoronavirus genus, with one Molossidae and one Phlyllostomidae-CoV specific groups. Phylogenetic analyses of two S gene sequences showed a large diversity within the Alphacoronavirus genus. Conclusions:
        
      
      This study indicated a CoV-to-host specificity and draws attention for CoV detection in Cynomops sp, a potential new reservoir. The phylogenetic analyses indicate that diversity of CoV in bats is higher than previously known.","['1 Instituto Pasteur, Av. Paulista, 393, CEP:01311-000, São Paulo, SP, Brazil. karen.asano@gmail.com.', '2 Departament of Preventive Veterinary Medicine and Animal Health, School of Veterinary Medicine, University of São Paulo, Av. Orlando Marques de Paiva, 87, CEP: 05508-270, São Paulo, Brazil. karen.asano@gmail.com.', '3 Departament of Preventive Veterinary Medicine and Animal Health, School of Veterinary Medicine, University of São Paulo, Av. Orlando Marques de Paiva, 87, CEP: 05508-270, São Paulo, Brazil.', '4 Instituto Pasteur, Av. Paulista, 393, CEP:01311-000, São Paulo, SP, Brazil.']","Karen Miyuki Asano, Aline Santana Hora, Karin Côrrea Scheffer, Willian Oliveira Fahl, Keila Iamamoto, Enio Mori, Paulo Eduardo Brandão, ",Virology journal,2016,Bat; Coronavirus; Molossidae; Phyllostomidae.,https://pubmed.ncbi.nlm.nih.gov/27342195
465,A Novel Chiropteran Circovirus Genome Recovered from a Brazilian Insectivorous Bat Species,This report describes the identification and characterization of a novel circovirus using metagenomic approaches in respiratory fluid samples from Brazilian free-tailed bats (Tadarida brasiliensis). The genome and deduced protein sequences share low identity with another circovirus recovered in distantly related bats from China.,"['1 Molecular Microbiology Laboratory, Federal University of Health Science of Porto Alegre (UFCSPA), Porto Alegre, Rio Grande do Sul, Brazil esmaile.sales@gmail.com.', '2 Department of Microbiology, Virology Laboratory, Immunology and Parasitology, Institute of Basic Health Sciences, Federal University of Rio Grande do Sul, Porto Alegre, Rio Grande do Sul, Brazil.', '3 Molecular Microbiology Laboratory, Federal University of Health Science of Porto Alegre (UFCSPA), Porto Alegre, Rio Grande do Sul, Brazil.', '4 Fepagro Animal Health, Institute of Veterinary Research ""DesidérioFinamor"" (IPVDF), Eldorado do Sul, Rio Grande do Sul, Brazil.', '5 Health Monitoring, Centro Estadual de Vigilância em Saúde, Porto Alegre, Rio Grande do Sul, Brazil.']","Francisco Esmaile Sales Lima, Samuel Paulo Cibulski, Aline Gehlen Dall Bello, Fabiana Quoos Mayer, André Alberto Witt, Paulo Michel Roehe, Pedro Alves d'Azevedo, ",Genome announcements,2015,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/26607898
466,Antigenic and genetic characterization of rabies virus isolates from Uruguay,"After 25 years without any reported cases of rabies in Uruguay, the northern region of the country experienced an epizootic of bovine paralytic rabies in October 2007. The outbreak affected bovines and equines, and the main source of infection was the bat Desmodus rotundus, the only hematophagous species in the country. From October 2007 to July 2008, 42 bovine, 3 equine and 120 chiropteran samples were submitted to the National Veterinary Diagnostic Laboratory for rabies testing. A total of 12 samples (7 bovine, 2 equine and 3 from D. rotundus) were positive by the fluorescent antibody test, and viruses were isolated by the mouse inoculation test. The objective of this study was to compare the antigenic and genetic characteristics of these isolates and three isolates from insectivorous bats from other regions. Antigenic typing using a panel of eight monoclonal antibodies identified all 12 viruses as variant 3 (AgV3), a variant associated with D. rotundus. Two isolates from insectivorous bats (Tadarida brasiliensis and Molossus sp.) were characterized as antigenic variant 4 (AgV4) while the third, from Myotis sp., could not be characterized using this panel as its reactivity pattern did not match that of any of the known antigenic variants. Partial N-gene sequences (nt 149-1420) of these isolates were aligned with homologous sequences derived from GenBank by the CLUSTAL/W method and used to build a neighbor-joining distance tree with the Kimura 2-parameter model. All 12 isolates were genetically grouped into the D. rotundus cluster as they shared 100% identity. In the phylogenetic analysis, the three isolates from insectivorous bats segregated into three clusters: one related to T. brasiliensis, one to Myotis sp. and the other to Lasiurus sp., although the isolate associated with the latter came from a Molossus sp. specimen. These results indicate that AgV3 was associated with the outbreak of bovine paralytic rabies in Uruguay. This is the first report of rabies virus having been detected in non-hematophagous bats in this country.","['1 National Veterinary Diagnostic Laboratory, M.C. Rubino, Ruta 8 km 17.500, Montevideo, Uruguay. hguarino@mgap.gub.uy']","Helena Guarino, Juliana Galera Castilho, Juanita Souto, Rafael de Novaes Oliveira, Maria Luiza Carrieri, Ivanete Kotait, ",Virus research,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/23318595
467,"Rabies virus RNA in naturally infected vampire bats, northeastern Brazil",NO_ABSTRACT,NO_AFFILIATIONS,"Aroldo J B Carneiro, Carlos R Franke, Andreas Stocker, Flavia Dos Santos, Jose E Ungar de Sa, Evandro Moraes-Silva, Jose N M Alves, Sebastian Brunink, Victor M Corman, Christian Drosten, Jan F Drexler, ",Emerging infectious diseases,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/21122246
